sma_window,atr_window,atr_multiplier,alt_lookback,cagr,max_dd,trades,win_rate
20,3,0.05,126,0.081,-0.406,105,0.543
15,14,0.2,42,0.081,-0.444,124,0.484
5,3,0.35,21,0.081,-0.366,229,0.541
5,14,0.25,63,0.081,-0.411,229,0.546
20,5,0.45,126,0.081,-0.406,69,0.493
5,7,0.4,42,0.081,-0.496,192,0.505
10,5,0.15,126,0.081,-0.405,170,0.512
10,14,0.25,126,0.08,-0.405,141,0.489
20,20,0.15,126,0.08,-0.425,90,0.511
15,5,0.2,42,0.08,-0.428,124,0.484
5,5,0.3,21,0.08,-0.405,228,0.539
25,20,0.25,42,0.08,-0.444,81,0.469
10,20,0.35,126,0.08,-0.406,128,0.492
20,5,0.05,126,0.08,-0.406,105,0.543
5,7,0.35,42,0.08,-0.503,202,0.515
15,7,0.15,42,0.08,-0.462,130,0.5
20,7,0.05,126,0.08,-0.406,105,0.543
20,7,0.15,126,0.08,-0.425,90,0.511
20,7,0.35,42,0.079,-0.476,78,0.487
5,3,0.45,126,0.079,-0.31,185,0.541
25,20,0.2,42,0.079,-0.444,86,0.477
10,7,0.1,126,0.079,-0.405,184,0.511
5,20,0.3,126,0.079,-0.337,213,0.531
5,14,0.3,126,0.079,-0.337,216,0.546
25,5,0.4,126,0.079,-0.406,68,0.515
10,20,0.05,126,0.078,-0.405,199,0.497
10,10,0.15,126,0.078,-0.405,166,0.518
5,7,0.5,42,0.078,-0.458,176,0.506
35,5,0.45,42,0.078,-0.363,58,0.448
20,5,0.35,42,0.078,-0.476,78,0.487
20,14,0.05,126,0.078,-0.406,105,0.533
25,7,0.15,42,0.078,-0.397,97,0.485
35,7,0.5,42,0.078,-0.363,52,0.462
5,3,0.4,63,0.078,-0.389,204,0.549
20,14,0.3,42,0.078,-0.475,80,0.475
20,10,0.05,126,0.077,-0.406,105,0.533
5,7,0.5,126,0.077,-0.405,173,0.538
20,3,0.25,42,0.077,-0.466,82,0.476
5,20,0.3,21,0.077,-0.405,217,0.525
25,7,0.35,126,0.077,-0.406,72,0.486
5,14,0.25,42,0.077,-0.427,232,0.539
35,5,0.4,42,0.077,-0.363,58,0.466
20,7,0.4,42,0.077,-0.447,76,0.5
15,10,0.25,42,0.077,-0.439,108,0.491
35,3,0.5,42,0.077,-0.363,54,0.444
20,3,0.15,42,0.077,-0.464,91,0.484
5,20,0.45,42,0.077,-0.451,182,0.516
20,5,0.25,126,0.077,-0.411,81,0.494
10,5,0.15,42,0.077,-0.455,175,0.509
5,7,0.3,42,0.076,-0.476,221,0.525
30,14,0.2,126,0.076,-0.406,82,0.476
20,5,0.25,42,0.076,-0.466,83,0.47
20,14,0.35,42,0.076,-0.476,78,0.513
20,3,0.2,126,0.076,-0.438,85,0.518
10,10,0.15,42,0.076,-0.455,171,0.515
30,20,0.2,126,0.076,-0.406,80,0.475
15,5,0.3,42,0.076,-0.419,104,0.481
5,20,0.4,42,0.075,-0.476,189,0.519
35,3,0.45,42,0.075,-0.363,60,0.433
20,5,0.1,42,0.075,-0.464,93,0.484
5,14,0.5,126,0.075,-0.405,174,0.546
20,7,0.2,42,0.075,-0.47,87,0.471
5,20,0.25,126,0.075,-0.331,229,0.537
20,5,0.2,126,0.074,-0.438,85,0.518
5,3,0.35,63,0.074,-0.393,225,0.551
5,7,0.3,126,0.074,-0.34,217,0.548
5,10,0.45,126,0.074,-0.405,183,0.541
10,14,0.05,126,0.073,-0.405,200,0.495
5,10,0.25,63,0.073,-0.418,234,0.547
10,3,0.15,42,0.073,-0.455,175,0.514
20,7,0.2,126,0.073,-0.438,85,0.506
5,14,0.25,126,0.073,-0.331,227,0.542
10,14,0.25,42,0.073,-0.463,146,0.479
30,10,0.2,126,0.073,-0.406,82,0.476
25,7,0.4,126,0.073,-0.406,70,0.471
5,3,0.4,126,0.072,-0.31,203,0.562
5,7,0.25,21,0.072,-0.412,240,0.554
15,3,0.1,42,0.072,-0.474,143,0.497
5,10,0.5,126,0.072,-0.405,173,0.538
20,20,0.25,42,0.072,-0.483,82,0.463
25,5,0.15,42,0.072,-0.416,95,0.484
20,10,0.35,42,0.072,-0.476,78,0.487
10,10,0.05,126,0.071,-0.405,201,0.498
5,5,0.25,42,0.071,-0.44,242,0.55
10,7,0.05,126,0.071,-0.405,201,0.498
15,3,0.05,42,0.071,-0.481,153,0.49
5,10,0.3,126,0.071,-0.348,219,0.539
5,14,0.2,21,0.071,-0.372,255,0.525
20,20,0.3,42,0.07,-0.473,80,0.487
20,7,0.3,42,0.07,-0.474,80,0.438
5,10,0.2,21,0.07,-0.373,258,0.543
20,10,0.1,42,0.07,-0.471,95,0.484
15,20,0.05,42,0.07,-0.481,154,0.487
20,10,0.15,42,0.07,-0.465,93,0.473
5,7,0.2,21,0.07,-0.374,256,0.535
20,14,0.15,42,0.07,-0.465,93,0.473
5,5,0.45,42,0.07,-0.471,183,0.508
5,20,0.3,63,0.07,-0.439,214,0.542
20,3,0.1,42,0.07,-0.464,95,0.484
10,20,0.3,126,0.07,-0.406,135,0.481
20,20,0.2,42,0.07,-0.487,87,0.46
5,3,0.25,21,0.069,-0.415,247,0.547
10,5,0.1,126,0.069,-0.405,186,0.495
10,7,0.2,126,0.069,-0.406,150,0.493
10,10,0.2,42,0.069,-0.455,155,0.484
15,5,0.1,42,0.069,-0.474,147,0.497
20,10,0.25,42,0.069,-0.483,82,0.463
5,14,0.3,63,0.069,-0.433,217,0.544
20,5,0.5,126,0.068,-0.406,67,0.478
15,10,0.05,42,0.068,-0.481,155,0.49
15,5,0.05,42,0.068,-0.481,155,0.49
20,20,0.15,42,0.068,-0.465,93,0.473
15,10,0.1,42,0.068,-0.474,147,0.503
5,3,0.3,63,0.068,-0.417,231,0.558
15,7,0.05,42,0.068,-0.481,155,0.49
20,5,0.15,42,0.068,-0.475,91,0.484
25,3,0.2,42,0.068,-0.422,90,0.467
20,7,0.15,42,0.068,-0.465,93,0.473
20,20,0.35,42,0.067,-0.476,80,0.487
20,7,0.1,42,0.067,-0.482,95,0.484
15,20,0.1,42,0.067,-0.474,146,0.5
5,10,0.4,126,0.067,-0.394,189,0.55
20,7,0.25,42,0.067,-0.489,84,0.464
5,7,0.45,126,0.067,-0.405,179,0.553
20,20,0.2,126,0.066,-0.438,85,0.506
15,14,0.05,42,0.066,-0.481,155,0.484
5,7,0.45,42,0.066,-0.49,182,0.516
15,7,0.25,42,0.066,-0.447,110,0.482
20,20,0.1,42,0.066,-0.466,97,0.495
20,10,0.2,42,0.066,-0.476,89,0.472
20,14,0.2,42,0.066,-0.487,89,0.461
20,14,0.1,42,0.066,-0.477,95,0.484
5,20,0.25,63,0.066,-0.428,232,0.526
35,5,0.5,42,0.065,-0.363,56,0.429
15,20,0.15,42,0.065,-0.459,129,0.473
15,5,0.25,42,0.065,-0.447,110,0.473
5,5,0.3,42,0.065,-0.444,228,0.531
5,5,0.25,63,0.065,-0.412,239,0.561
10,3,0.25,126,0.064,-0.406,140,0.479
10,3,0.1,126,0.064,-0.405,190,0.495
15,7,0.1,42,0.064,-0.474,149,0.497
20,14,0.25,42,0.064,-0.499,84,0.464
5,20,0.25,42,0.064,-0.438,235,0.528
5,20,0.2,21,0.063,-0.373,252,0.524
10,5,0.25,126,0.063,-0.406,140,0.5
5,3,0.2,21,0.063,-0.367,261,0.525
10,5,0.2,126,0.063,-0.406,150,0.493
10,7,0.25,126,0.063,-0.406,140,0.486
15,14,0.1,42,0.063,-0.474,149,0.49
20,3,0.2,42,0.063,-0.47,87,0.471
5,10,0.25,42,0.063,-0.447,237,0.536
5,5,0.35,42,0.063,-0.502,205,0.507
20,14,0.2,126,0.062,-0.438,87,0.506
5,5,0.5,42,0.062,-0.47,182,0.505
10,5,0.3,126,0.062,-0.406,133,0.481
10,10,0.25,126,0.061,-0.406,140,0.486
5,14,0.2,126,0.061,-0.344,248,0.532
10,3,0.3,126,0.061,-0.406,133,0.489
5,5,0.3,126,0.061,-0.354,224,0.54
5,14,0.2,63,0.06,-0.396,253,0.526
20,5,0.2,42,0.06,-0.487,87,0.471
10,3,0.2,42,0.06,-0.443,157,0.49
15,10,0.15,42,0.06,-0.462,132,0.492
10,10,0.3,126,0.06,-0.406,134,0.5
5,5,0.2,21,0.059,-0.397,255,0.541
20,20,0.05,42,0.059,-0.465,109,0.495
5,14,0.3,42,0.059,-0.469,220,0.518
5,14,0.4,126,0.058,-0.405,188,0.553
10,7,0.3,126,0.058,-0.406,137,0.496
20,3,0.05,42,0.057,-0.469,109,0.495
10,20,0.2,42,0.057,-0.455,155,0.484
5,5,0.45,126,0.057,-0.405,181,0.552
5,10,0.25,126,0.057,-0.382,231,0.537
10,14,0.2,42,0.056,-0.455,154,0.474
20,5,0.05,42,0.056,-0.472,109,0.495
5,5,0.5,126,0.056,-0.405,179,0.547
5,3,0.35,126,0.056,-0.337,224,0.554
20,7,0.05,42,0.056,-0.472,109,0.495
20,14,0.05,42,0.055,-0.477,109,0.486
5,7,0.2,126,0.054,-0.354,250,0.532
20,10,0.05,42,0.054,-0.479,109,0.486
5,7,0.25,42,0.053,-0.447,241,0.548
5,3,0.2,63,0.053,-0.388,259,0.529
5,3,0.25,42,0.053,-0.456,248,0.54
5,7,0.2,42,0.053,-0.42,257,0.541
5,7,0.2,63,0.052,-0.382,254,0.539
5,7,0.4,126,0.052,-0.394,189,0.534
5,3,0.15,21,0.051,-0.368,275,0.531
5,3,0.5,42,0.051,-0.506,182,0.511
15,14,0.15,42,0.051,-0.462,130,0.469
5,10,0.15,21,0.051,-0.365,278,0.529
5,3,0.3,42,0.05,-0.469,234,0.538
5,14,0.2,42,0.05,-0.42,256,0.527
5,3,0.25,63,0.049,-0.439,245,0.543
5,5,0.25,126,0.049,-0.348,238,0.55
5,20,0.15,21,0.049,-0.365,273,0.516
5,7,0.25,63,0.047,-0.419,238,0.559
5,7,0.35,126,0.047,-0.394,199,0.548
5,10,0.2,126,0.047,-0.363,251,0.542
5,14,0.15,21,0.046,-0.365,275,0.52
5,20,0.1,21,0.045,-0.379,289,0.516
5,10,0.2,63,0.045,-0.413,256,0.539
5,10,0.2,42,0.044,-0.437,259,0.544
5,3,0.5,126,0.044,-0.405,179,0.553
5,20,0.2,63,0.044,-0.413,250,0.52
5,20,0.2,126,0.044,-0.356,245,0.531
5,5,0.15,21,0.042,-0.368,276,0.522
5,5,0.4,42,0.041,-0.507,199,0.508
5,5,0.35,126,0.04,-0.394,202,0.535
5,5,0.2,42,0.04,-0.424,256,0.543
5,5,0.2,63,0.037,-0.42,253,0.534
5,14,0.1,21,0.036,-0.379,293,0.519
5,7,0.15,21,0.036,-0.368,274,0.515
5,20,0.2,42,0.035,-0.433,253,0.526
5,3,0.45,42,0.035,-0.498,188,0.5
5,20,0.1,63,0.035,-0.399,290,0.528
5,3,0.2,42,0.034,-0.409,262,0.527
5,5,0.2,126,0.034,-0.349,249,0.534
5,3,0.25,126,0.034,-0.386,242,0.541
5,20,0.3,42,0.033,-0.489,217,0.502
5,7,0.1,21,0.032,-0.379,296,0.517
5,10,0.1,21,0.032,-0.383,296,0.517
5,20,0.15,126,0.032,-0.336,267,0.539
5,3,0.15,63,0.032,-0.389,273,0.538
5,20,0.15,63,0.032,-0.394,272,0.526
5,3,0.2,126,0.031,-0.33,255,0.522
5,14,0.15,63,0.03,-0.394,273,0.527
5,5,0.1,21,0.028,-0.415,297,0.525
5,10,0.15,63,0.028,-0.394,276,0.533
5,7,0.15,63,0.028,-0.389,272,0.529
5,7,0.25,126,0.028,-0.383,236,0.542
5,14,0.15,126,0.028,-0.336,268,0.541
5,5,0.15,63,0.027,-0.388,275,0.535
5,3,0.35,42,0.027,-0.484,227,0.533
5,14,0.1,63,0.026,-0.399,293,0.529
5,10,0.15,126,0.026,-0.336,271,0.535
5,3,0.15,126,0.024,-0.331,268,0.534
5,10,0.1,63,0.023,-0.402,296,0.53
5,5,0.1,63,0.023,-0.406,297,0.539
5,3,0.1,21,0.023,-0.411,297,0.529
5,5,0.4,126,0.023,-0.405,196,0.541
5,20,0.1,126,0.02,-0.361,285,0.526
5,20,0.05,126,0.019,-0.373,317,0.53
5,7,0.15,126,0.017,-0.331,267,0.524
5,14,0.1,126,0.017,-0.343,288,0.528
5,3,0.4,42,0.015,-0.499,206,0.519
5,7,0.1,63,0.015,-0.4,296,0.53
5,14,0.05,126,0.015,-0.374,318,0.528
5,14,0.05,21,0.012,-0.414,325,0.517
5,3,0.15,42,0.012,-0.411,276,0.54
5,20,0.05,21,0.011,-0.414,323,0.517
5,10,0.05,126,0.01,-0.369,319,0.524
5,10,0.1,126,0.009,-0.351,291,0.526
5,7,0.1,126,0.007,-0.343,291,0.522
5,5,0.15,126,0.006,-0.332,270,0.526
5,5,0.15,42,0.005,-0.409,278,0.532
5,10,0.05,21,0.005,-0.409,326,0.512
5,10,0.15,42,0.004,-0.416,279,0.534
5,7,0.05,126,0.003,-0.374,321,0.523
5,20,0.15,42,0.002,-0.416,275,0.524
5,3,0.05,126,0.002,-0.375,324,0.525
5,7,0.15,42,0.002,-0.411,275,0.527
5,5,0.1,126,0.002,-0.375,292,0.524
5,5,0.05,126,-0.001,-0.375,320,0.522
5,3,0.1,63,-0.001,-0.438,297,0.542
5,7,0.05,21,-0.002,-0.415,328,0.512
5,20,0.05,42,-0.003,-0.46,326,0.528
5,20,0.1,42,-0.004,-0.424,293,0.519
5,3,0.05,21,-0.005,-0.415,331,0.511
5,20,0.05,63,-0.006,-0.453,323,0.526
5,5,0.05,21,-0.006,-0.415,327,0.511
5,3,0.1,126,-0.007,-0.375,292,0.531
5,14,0.05,42,-0.007,-0.461,327,0.526
5,14,0.15,42,-0.01,-0.417,276,0.522
5,14,0.05,63,-0.01,-0.453,324,0.525
5,10,0.05,42,-0.012,-0.457,328,0.521
5,10,0.1,42,-0.013,-0.419,299,0.522
5,14,0.1,42,-0.013,-0.425,296,0.52
5,10,0.05,63,-0.016,-0.449,325,0.52
5,5,0.1,42,-0.018,-0.459,300,0.53
5,7,0.1,42,-0.018,-0.426,299,0.522
5,7,0.05,42,-0.019,-0.462,330,0.521
5,3,0.05,42,-0.021,-0.462,333,0.52
5,5,0.05,42,-0.022,-0.462,329,0.52
5,3,0.05,63,-0.023,-0.454,330,0.521
5,7,0.05,63,-0.023,-0.454,327,0.52
5,5,0.05,63,-0.025,-0.455,326,0.518
5,3,0.1,42,-0.03,-0.447,300,0.527
