sma_window,atr_window,atr_multiplier,cagr,max_dd,trades,win_rate
50,14,0.5,0.101,-0.409,38,0.553
50,7,0.45,0.1,-0.381,46,0.478
5,5,0.3,0.1,-0.39,225,0.564
50,7,0.5,0.099,-0.387,44,0.477
5,10,0.5,0.098,-0.412,174,0.511
5,14,0.5,0.097,-0.412,175,0.526
50,3,0.5,0.097,-0.41,40,0.475
50,5,0.45,0.097,-0.381,46,0.5
10,5,0.1,0.097,-0.376,191,0.487
5,3,0.4,0.095,-0.329,204,0.549
75,3,0.5,0.094,-0.417,28,0.607
50,5,0.5,0.094,-0.415,40,0.5
50,3,0.45,0.093,-0.41,40,0.475
5,5,0.5,0.091,-0.381,180,0.522
5,7,0.45,0.091,-0.414,180,0.517
10,3,0.1,0.091,-0.376,195,0.477
5,10,0.3,0.087,-0.4,220,0.545
75,7,0.5,0.083,-0.425,32,0.656
75,5,0.5,0.082,-0.425,32,0.656
5,3,0.35,0.081,-0.37,225,0.556
75,5,0.45,0.079,-0.425,32,0.656
5,14,0.25,0.078,-0.378,229,0.55
5,20,0.3,0.076,-0.402,214,0.542
5,3,0.5,0.073,-0.385,180,0.511
5,14,0.3,0.072,-0.402,217,0.539
5,3,0.3,0.07,-0.379,231,0.558
5,10,0.25,0.069,-0.385,234,0.551
5,5,0.25,0.065,-0.381,239,0.556
5,20,0.25,0.06,-0.387,232,0.526
5,3,0.2,0.059,-0.358,259,0.521
5,14,0.2,0.054,-0.358,253,0.518
5,7,0.2,0.053,-0.358,254,0.535
5,7,0.25,0.047,-0.385,238,0.55
5,5,0.2,0.045,-0.383,253,0.53
5,3,0.25,0.042,-0.4,245,0.535
5,10,0.2,0.035,-0.371,256,0.527
5,20,0.1,0.035,-0.358,290,0.514
5,5,0.1,0.034,-0.352,297,0.522
5,14,0.1,0.032,-0.358,293,0.515
5,7,0.15,0.03,-0.358,272,0.526
5,10,0.1,0.03,-0.351,296,0.517
5,14,0.15,0.03,-0.358,273,0.524
5,20,0.2,0.028,-0.371,250,0.516
5,20,0.15,0.028,-0.358,272,0.522
5,10,0.15,0.027,-0.358,276,0.525
5,3,0.15,0.027,-0.358,273,0.527
5,5,0.15,0.026,-0.358,275,0.527
5,7,0.1,0.019,-0.358,296,0.517
5,3,0.1,0.013,-0.372,297,0.525
5,20,0.05,-0.013,-0.399,323,0.502
5,14,0.05,-0.016,-0.399,324,0.5
5,10,0.05,-0.02,-0.403,325,0.498
5,7,0.05,-0.024,-0.399,327,0.495
5,3,0.05,-0.025,-0.399,330,0.497
5,5,0.05,-0.028,-0.399,326,0.494
